kor_co_nm,fin_prdt_nm,join_way,pnsn_kind_nm,prdt_type_nm,dcls_rate,guar_rate,btrm_prft_rate_1,btrm_prft_rate_2,btrm_prft_rate_3,etc,pnsn_recp_trm_nm,pnsn_entr_age_nm,mon_paym_atm_nm,paym_prd_nm,pnsn_strt_age_nm,etc_available,etc_clean,search_text
아이비케이자산운용,IBK 공모주 채움 증권 투자신탁 제1호[채권혼합] C-P,영업점,연금저축펀드,혼합채권형,,,1.5,0.26,0.89,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: IBK 공모주 채움 증권 투자신탁 제1호[채권혼합] C-P
금융회사: 아이비케이자산운용
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.5%
과거수익률2년: 0.26%
과거수익률3년: 0.89%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
삼성자산운용,삼성클래식연금증권전환형투자신탁 제1호[채권]_C,"영업점,인터넷,스마트폰,모집인",연금저축펀드,채권형,,,1.57,1.89,0.22,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 삼성클래식연금증권전환형투자신탁 제1호[채권]_C
금융회사: 삼성자산운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.57%
과거수익률2년: 1.89%
과거수익률3년: 0.22%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인"
하나자산운용,하나UBS신종MMF(S-26호)ClassC-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,단기금융(MMF),,,1.54,1.56,1.23,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 하나UBS신종MMF(S-26호)ClassC-P
금융회사: 하나자산운용
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.54%
과거수익률2년: 1.56%
과거수익률3년: 1.23%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
흥국자산운용(주),흥국플래티넘개인용MMF1호C-p,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,단기금융(MMF),,,1.57,1.6,1.36,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 흥국플래티넘개인용MMF1호C-p
금융회사: 흥국자산운용(주)
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.57%
과거수익률2년: 1.6%
과거수익률3년: 1.36%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
미래에셋자산운용,미래에셋국공채전용MMFA1호(국공채)종류C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,단기금융(MMF),,,1.62,1.51,1.22,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋국공채전용MMFA1호(국공채)종류C-P
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.62%
과거수익률2년: 1.51%
과거수익률3년: 1.22%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
엔에이치아문디자산운용주식회사,NH-Amundi개인신종MMF1호 ClassC-P,영업점,연금저축펀드,단기금융(MMF),,,1.48,1.43,1.12,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: NH-Amundi개인신종MMF1호 ClassC-P
금융회사: 엔에이치아문디자산운용주식회사
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.48%
과거수익률2년: 1.43%
과거수익률3년: 1.12%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
키움투자자산운용,키움 프런티어 개인용 MMF 제1호[국공채] C-P,영업점,연금저축펀드,단기금융(MMF),,,0.65,1.28,1.09,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 키움 프런티어 개인용 MMF 제1호[국공채] C-P
금융회사: 키움투자자산운용
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 0.65%
과거수익률2년: 1.28%
과거수익률3년: 1.09%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
신영자산운용,신영연금30 증권 전환형 투자신탁(채권혼합),"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합채권형,,,2.26,-4.57,5.33,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 신영연금30 증권 전환형 투자신탁(채권혼합)
금융회사: 신영자산운용
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.26%
과거수익률2년: -4.57%
과거수익률3년: 5.33%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
하나자산운용,하나UBS클래스원신종MMF(S-36호)ClassC-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,단기금융(MMF),,,1.38,1.42,1.1,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 하나UBS클래스원신종MMF(S-36호)ClassC-P
금융회사: 하나자산운용
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.38%
과거수익률2년: 1.42%
과거수익률3년: 1.1%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
삼성자산운용,삼성신종MMF종류형제D2호(C-P),"영업점,인터넷,스마트폰,모집인",연금저축펀드,단기금융(MMF),,,1.36,1.36,1.03,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 삼성신종MMF종류형제D2호(C-P)
금융회사: 삼성자산운용
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.36%
과거수익률2년: 1.36%
과거수익률3년: 1.03%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인"
아이비케이자산운용,IBK 그랑프리 국공채MMF 개인 투자신탁 제1호[국공채]종류C-P,영업점,연금저축펀드,단기금융(MMF),,,1.37,1.36,1.04,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: IBK 그랑프리 국공채MMF 개인 투자신탁 제1호[국공채]종류C-P
금융회사: 아이비케이자산운용
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.37%
과거수익률2년: 1.36%
과거수익률3년: 1.04%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
한국투자밸류자산운용,한국밸류10년투자연금증권전환형투자신탁1호(주식) C,영업점,연금저축펀드,주식형,,,-2.23,-15.87,12.41,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한국밸류10년투자연금증권전환형투자신탁1호(주식) C
금융회사: 한국투자밸류자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: -2.23%
과거수익률2년: -15.87%
과거수익률3년: 12.41%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
미래에셋자산운용,미래에셋국공채전용MMFA1호(국공채) 종류C-Pe,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,단기금융(MMF),,,1.62,1.77,0.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋국공채전용MMFA1호(국공채) 종류C-Pe
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.62%
과거수익률2년: 1.77%
과거수익률3년: 0.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
미래에셋자산운용,미래에셋스마트알파증권자투자신탁(채권혼합) 종류C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합채권형,,,1.09,0.0,0.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋스마트알파증권자투자신탁(채권혼합) 종류C-P
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.09%
과거수익률2년: 0.0%
과거수익률3년: 0.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
하나자산운용,하나UBSFirstClass연금증권투자신탁(제1호)[주식혼합],"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합주식형,,,2.2,-12.13,11.79,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 하나UBSFirstClass연금증권투자신탁(제1호)[주식혼합]
금융회사: 하나자산운용
연금종류: 연금저축펀드
상품유형: 혼합주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.2%
과거수익률2년: -12.13%
과거수익률3년: 11.79%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
미래에셋자산운용,미래에셋개인전용MMF1호(국공채)종류C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,단기금융(MMF),,,1.31,1.26,1.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋개인전용MMF1호(국공채)종류C-P
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.31%
과거수익률2년: 1.26%
과거수익률3년: 1.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
미래에셋자산운용,미래에셋개인전용MMF1호(국공채)종류C-Pe,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,단기금융(MMF),,,1.42,1.4,1.15,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋개인전용MMF1호(국공채)종류C-Pe
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.42%
과거수익률2년: 1.4%
과거수익률3년: 1.15%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
이스트스프링자산운용코리아,이스트스프링개인신종MMF제1호[국공채]클래스C-P2(연금저축),영업점,연금저축펀드,단기금융(MMF),,,1.28,1.27,1.01,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 이스트스프링개인신종MMF제1호[국공채]클래스C-P2(연금저축)
금융회사: 이스트스프링자산운용코리아
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.28%
과거수익률2년: 1.27%
과거수익률3년: 1.01%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
신한자산운용주식회사,신한BNPPBEST개인용MMF제1호(종류C-p),영업점,연금저축펀드,단기금융(MMF),,,1.25,1.21,0.9,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 신한BNPPBEST개인용MMF제1호(종류C-p)
금융회사: 신한자산운용주식회사
연금종류: 연금저축펀드
상품유형: 단기금융(MMF)
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.25%
과거수익률2년: 1.21%
과거수익률3년: 0.9%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
한화자산운용,한화 공모주채움플러스 증권투자신탁(채권혼합) 종류C-P(연금저축),영업점,연금저축펀드,혼합채권형,,,1.26,-0.19,1.52,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 한화 공모주채움플러스 증권투자신탁(채권혼합) 종류C-P(연금저축)
금융회사: 한화자산운용
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 1.26%
과거수익률2년: -0.19%
과거수익률3년: 1.52%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
트러스톤자산운용,트러스톤다이나믹코리아50연금저축증권자투자신탁[주식혼합]C클래스,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합주식형,,,6.13,-4.56,6.51,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 트러스톤다이나믹코리아50연금저축증권자투자신탁[주식혼합]C클래스
금융회사: 트러스톤자산운용
연금종류: 연금저축펀드
상품유형: 혼합주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 6.13%
과거수익률2년: -4.56%
과거수익률3년: 6.51%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
유리자산운용,유리베트남알파연금저축증권자투자신탁[주식]_C/C-e,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,2.2,15.56,35.27,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 유리베트남알파연금저축증권자투자신탁[주식]_C/C-e
금융회사: 유리자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.2%
과거수익률2년: 15.56%
과거수익률3년: 35.27%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
