kor_co_nm,fin_prdt_nm,join_way,mtrt_int,spcl_cnd,join_deny,join_member,etc_note,max_limit,save_trm,intr_rate,intr_rate2,search_text
하나저축은행,하나더넥스트 시니어 회전예금,"영업점,인터넷,스마트폰","-1개월 이내 : 약정금리와 현행 고시금리 중 낮은 금리
-1개월 초과 : 현행 고시 보통예금 금리",-,1,실명의 개인(만50세 이상),"1. 회전주기 (매1년)마다 계약기간 이내에서 이자율 변동 및 이자를 지급하는 장기 정기예금(12개월 변동금리)

2. 최저가입금액 : 10만원이상

3. 중도해지금리
-1개월미만 : 보통예금 금리 
-1개월이상 : 약정금리 * (경과월수 / 계약월수)*차등율
(최저금리 : 약정금리 * 50%)

-1개월이상~12개월미만(차등율:60%)",,1,2.0,2.0,"상품명: 하나더넥스트 시니어 회전예금
금융회사: 하나저축은행
기본금리: 2.0%
최고금리: 2.0%
저축기간: 1개월
최고한도: nan
우대조건: -
가입제한: 1
가입대상: 실명의 개인(만50세 이상)
가입방법: 영업점,인터넷,스마트폰"
하나저축은행,비대면 하나더넥스트 시니어 회전예금,"인터넷,스마트폰","-1개월 이내 : 약정금리와 현행 고시금리 중 낮은 금리
-1개월 초과 : 현행 고시 보통예금 금리","인터넷뱅킹,모바일APP,모바일WEB(하나디지털뱅크, 하나원큐연계)으로 가입시 0.1%",1,실명의 개인(만50세 이상),"1. 회전주기 (매1년)마다 계약기간 이내에서 이자율 변동 및 이자를 지급하는 장기 정기예금(12개월 변동금리)

2. 최저가입금액 : 10만원이상

3. 중도해지금리
-1개월미만 : 보통예금 금리 
-1개월이상 : 약정금리 * (경과월수 / 계약월수)*차등율
(최저금리 : 약정금리 * 50%)

-1개월이상~12개월미만(차등율:60%)",,1,1.0,1.0,"상품명: 비대면 하나더넥스트 시니어 회전예금
금융회사: 하나저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: nan
우대조건: 인터넷뱅킹,모바일APP,모바일WEB(하나디지털뱅크, 하나원큐연계)으로 가입시 0.1%
가입제한: 1
가입대상: 실명의 개인(만50세 이상)
가입방법: 인터넷,스마트폰"
JT친애저축은행,회전식 정기예금(변동금리상품),영업점,"-1개월 이내 해지시 : 약정이율 적용
-1개월 초과 이후 해지시 : 보통예금 금리 적용",없음,1,제한없음,"1. 가입기간 : 36개월 ~ 60개월만 가능
2. 적용금리(약정금리)
- 가입시점 : 개설일 기준의 영업점 및 홈페이지에 고시한 이율적용
- 회전기간 도래시점 :(변동금리상품_회전주기(매 1년)마다 약정이율 변동) 회전당일 기준의 영업점 및 홈페이지에 고시한 이율적용
3. 중도해지이자율 
- 기간별 차등적용(당사홈페이지 참조)",,12,3.1,3.1,"상품명: 회전식 정기예금(변동금리상품)
금융회사: JT친애저축은행
기본금리: 3.1%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
JT친애저축은행,비대면 회전식 정기예금(변동금리상품),"인터넷,스마트폰","-1개월 이내 해지시 : 약정이율 적용
-1개월 초과 이후 해지시 : 보통예금 금리 적용",없음,1,제한없음,"1. 가입기간 : 36개월 ~ 60개월만 가능
2. 적용금리(약정금리)
- 가입시점 : 개설일 기준의 영업점 및 홈페이지에 고시한 이율적용
- 회전기간 도래시점 :(변동금리상품_회전주기(매 1년)마다 약정이율 변동) 회전당일 기준의 영업점 및 홈페이지에 고시한 이율적용
3. 중도해지이자율 
- 기간별 차등적용(당사홈페이지 참조)",,12,3.25,3.25,"상품명: 비대면 회전식 정기예금(변동금리상품)
금융회사: JT친애저축은행
기본금리: 3.25%
최고금리: 3.25%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
JT친애저축은행,정기예금,영업점,"-1개월 이내 해지시 : 약정이율 적용
-1개월 초과 이후 해지시 : 보통예금 금리 적용",없음,1,제한없음,없음,,1,1.3,1.3,"상품명: 정기예금
금융회사: JT친애저축은행
기본금리: 1.3%
최고금리: 1.3%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
JT친애저축은행,비대면 정기예금,"인터넷,스마트폰","-1개월 이내 해지시 : 약정이율 적용
-1개월 초과 이후 해지시 : 보통예금 금리 적용",없음,1,제한없음,없음,,1,1.3,1.3,"상품명: 비대면 정기예금
금융회사: JT친애저축은행
기본금리: 1.3%
최고금리: 1.3%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
신한저축은행,정기예금,영업점,"- 1개월 이내 : 약정금리
- 1개월 초과 : 보통예금금리",없음,1,제한없음,"- 이자지급방식 : 단리식(매월지급), 복리식(만기일시지급)
- 해지방법 : 영업점 방문 또는 인터넷홈페이지/모바일앱에 접속하여 해약",,1,1.2,1.2,"상품명: 정기예금
금융회사: 신한저축은행
기본금리: 1.2%
최고금리: 1.2%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
신한저축은행,더드림정기예금,영업점,"- 1개월 이내 : 약정금리
- 1개월 초과 : 보통예금금리",없음,1,제한없음,"-가입기간이 3년,4년,5년인 회전식 정기예금
-회전주기(매1년)마다 자동회전
-회전되는 시기의 정기예금 고시금리+0.1%
-중도해지시 회전주기 완료기간에 대해 약정이율 적용
-이자지급방식: 단리식(매월지급), 복리식(회전주기 1년마다 이자지급)
-가입방법: 영업점 방문
-해지방법: 영업점 방문 또는 온라인채널",,1,1.2,1.2,"상품명: 더드림정기예금
금융회사: 신한저축은행
기본금리: 1.2%
최고금리: 1.2%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
신한저축은행,e-정기예금,인터넷,"- 1개월 이내 : 약정금리
- 1개월 초과 : 보통예금금리",없음,1,개인,"- 이자지급방식 : 단리식(매월지급), 복리식(만기일시지급)
- 가입방법 : 인터넷홈페이지
- 해지방법 : 인터넷홈페이지/모바일앱에 접속하여 해약
- e-정기예금, s-정기예금, e-더드림정기예금, s-더드림정기예금 1인당 통합 한도 5억",500000000.0,3,2.2,2.2,"상품명: e-정기예금
금융회사: 신한저축은행
기본금리: 2.2%
최고금리: 2.2%
저축기간: 3개월
최고한도: 500000000.0
우대조건: 없음
가입제한: 1
가입대상: 개인
가입방법: 인터넷"
신한저축은행,e-더드림정기예금,인터넷,"- 1개월 이내 : 약정금리
- 1개월 초과 : 보통예금금리",없음,1,개인,"-가입기간이 3년,4년,5년인 회전식 정기예금
-회전주기(매1년)마다 자동회전
-회전되는 시기의 e-정기예금 고시금리+0.1%
-중도해지시 회전주기 완료기간에 대해 약정이율 적용
-이자지급방식: 단리식(매월지급), 복리식(회전주기 1년마다 이자지급)
-가입방법: 인터넷홈페이지
-해지방법: 온라인채널
-온라인 정기예금 1인당 통합한도 5억",500000000.0,12,2.7,2.7,"상품명: e-더드림정기예금
금융회사: 신한저축은행
기본금리: 2.7%
최고금리: 2.7%
저축기간: 12개월
최고한도: 500000000.0
우대조건: 없음
가입제한: 1
가입대상: 개인
가입방법: 인터넷"
신한저축은행,s-정기예금,스마트폰,"- 1개월 이내 : 약정금리
- 1개월 초과 : 보통예금금리",없음,1,개인,"- 이자지급방식 : 단리식(매월지급), 복리식(만기일시지급)
- 가입방법 : 모바일앱
- 해지방법 : 인터넷홈페이지/모바일앱에 접속하여 해약
- e-정기예금, s-정기예금, e-더드림정기예금, s-더드림정기예금 1인당 통합 한도 5억
- 2023.02.13 smart-정기예금에서 s-정기예금으로 상품명 변경",500000000.0,3,2.2,2.2,"상품명: s-정기예금
금융회사: 신한저축은행
기본금리: 2.2%
최고금리: 2.2%
저축기간: 3개월
최고한도: 500000000.0
우대조건: 없음
가입제한: 1
가입대상: 개인
가입방법: 스마트폰"
신한저축은행,s-더드림정기예금,스마트폰,"- 1개월 이내 : 약정금리
- 1개월 초과 : 보통예금금리",없음,1,개인,"-가입기간이 3년,4년,5년인 회전식 정기예금
-회전주기(매1년)마다 자동회전
-회전되는 시기의 s-정기예금 고시금리+0.1%
-중도해지시 회전주기 완료기간에 대해 약정이율 적용
-이자지급방식: 단리식(매월지급), 복리식(회전주기 1년마다 이자지급)
-가입방법: 모바일앱
-해지방법: 온라인채널
-온라인 정기예금 1인당 통합한도 5억",500000000.0,12,2.7,2.7,"상품명: s-더드림정기예금
금융회사: 신한저축은행
기본금리: 2.7%
최고금리: 2.7%
저축기간: 12개월
최고한도: 500000000.0
우대조건: 없음
가입제한: 1
가입대상: 개인
가입방법: 스마트폰"
웰컴저축은행,정기예금,영업점,"- 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",-,1,제한없음,영업점 전용상품,,1,0.5,0.5,"상품명: 정기예금
금융회사: 웰컴저축은행
기본금리: 0.5%
최고금리: 0.5%
저축기간: 1개월
최고한도: nan
우대조건: -
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
웰컴저축은행,웰뱅 회전 정기예금,영업점,"- 만기 후 1개월 이하 : 마지막 회전주기의 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",-,1,제한없음,영업점 전용상품,,36,3.0,3.0,"상품명: 웰뱅 회전 정기예금
금융회사: 웰컴저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 36개월
최고한도: nan
우대조건: -
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
웰컴저축은행,e-정기예금,인터넷,"- 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",-,1,제한없음,인터넷뱅킹 전용상품,,1,0.5,0.5,"상품명: e-정기예금
금융회사: 웰컴저축은행
기본금리: 0.5%
최고금리: 0.5%
저축기간: 1개월
최고한도: nan
우대조건: -
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷"
웰컴저축은행,웰뱅 회전 e-정기예금,인터넷,"- 만기 후 1개월 이하 : 마지막 회전주기의 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",-,1,제한없음,인터넷뱅킹 전용상품,,36,3.0,3.0,"상품명: 웰뱅 회전 e-정기예금
금융회사: 웰컴저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 36개월
최고한도: nan
우대조건: -
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷"
웰컴저축은행,m-정기예금,스마트폰,"- 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",-,1,제한없음,스마트(모바일)뱅킹 전용상품,,1,0.5,0.5,"상품명: m-정기예금
금융회사: 웰컴저축은행
기본금리: 0.5%
최고금리: 0.5%
저축기간: 1개월
최고한도: nan
우대조건: -
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
웰컴저축은행,웰뱅 회전 m-정기예금,스마트폰,"- 만기 후 1개월 이하 : 마지막 회전주기의 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",-,1,제한없음,스마트(모바일)뱅킹 전용상품,,36,3.0,3.0,"상품명: 웰뱅 회전 m-정기예금
금융회사: 웰컴저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 36개월
최고한도: nan
우대조건: -
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
OK저축은행,OK정기예금,영업점,"만기 후 1개월 이하 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과 시 부터 0.1%",당행 보통예금(활동계좌) 보유 시 +0.1%p,1,제한없음,-,10000000000.0,3,3.0,3.0,"상품명: OK정기예금
금융회사: OK저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 3개월
최고한도: 10000000000.0
우대조건: 당행 보통예금(활동계좌) 보유 시 +0.1%p
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
OK저축은행,OK e-정기예금,"인터넷,스마트폰","만기 후 1개월 이하 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과 시 부터 0.1%",없음,1,제한없음,-,10000000000.0,6,2.7,2.7,"상품명: OK e-정기예금
금융회사: OK저축은행
기본금리: 2.7%
최고금리: 2.7%
저축기간: 6개월
최고한도: 10000000000.0
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
OK저축은행,OK안심정기예금(변동금리),영업점,"만기 후 1개월 이하 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과 시 부터 0.1%",당행 보통예금(활동계좌) 보유 시 +0.1%p,1,제한없음,3년제 정기예금으로 가입 후 매 1년 마다 해당시점 금리로 자동연장되는 변동금리 상품. 매 1년 경과 후 중도해지 시 가입일부터 1년 경과 시점까지는 정상이율을 적용함,10000000000.0,12,2.8,2.8,"상품명: OK안심정기예금(변동금리)
금융회사: OK저축은행
기본금리: 2.8%
최고금리: 2.8%
저축기간: 12개월
최고한도: 10000000000.0
우대조건: 당행 보통예금(활동계좌) 보유 시 +0.1%p
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
OK저축은행,OK e-안심정기예금(변동금리),"인터넷,스마트폰","만기 후 1개월 이하 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과 시 부터 0.1%",없음,1,제한없음,3년제 정기예금으로 가입 후 매 1년 마다 해당시점 금리로 자동연장되는 변동금리 상품. 매 1년 경과 후 중도해지 시 가입일부터 1년 경과 시점까지는 정상이율을 적용함,10000000000.0,6,2.9,2.9,"상품명: OK e-안심정기예금(변동금리)
금융회사: OK저축은행
기본금리: 2.9%
최고금리: 2.9%
저축기간: 6개월
최고한도: 10000000000.0
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
